ID,착과량(int)
TEST_0222,584.6415
TEST_0223,246.79367
TEST_0224,528.73285
TEST_0225,434.46738
TEST_0226,509.61325
TEST_0227,53.335518
TEST_0228,632.38446
TEST_0229,396.45932
TEST_0230,462.6177
TEST_0231,613.9141
TEST_0232,450.76266
TEST_0233,182.92229
TEST_0234,405.88904
TEST_0235,442.52872
TEST_0236,415.72702
TEST_0237,365.861
TEST_0238,109.02725
TEST_0239,628.3397
TEST_0240,615.7783
TEST_0241,348.10297
TEST_0242,309.90994
TEST_0243,34.125385
TEST_0244,657.8167
TEST_0245,298.59296
TEST_0246,340.83026
TEST_0247,468.4252
TEST_0248,604.78094
TEST_0249,687.5868
TEST_0250,274.03012
TEST_0251,57.718807
TEST_0252,651.9831
TEST_0253,309.37375
TEST_0254,132.58263
TEST_0255,350.9089
TEST_0256,289.3024
TEST_0257,307.39334
TEST_0258,246.29906
TEST_0259,46.03319
TEST_0260,517.49915
TEST_0261,173.47797
TEST_0262,334.17938
TEST_0263,318.26315
TEST_0264,48.466587
TEST_0265,221.81291
TEST_0266,426.62918
TEST_0267,606.5974
TEST_0268,587.12354
TEST_0269,565.48584
TEST_0270,334.74515
TEST_0271,362.53738
TEST_0272,442.33347
TEST_0273,777.0144
TEST_0274,77.45759
TEST_0275,68.15673
TEST_0276,352.85834
TEST_0277,96.437645
TEST_0278,244.19275
TEST_0279,60.23906
TEST_0280,582.8452
TEST_0281,279.70633
TEST_0282,59.374413
TEST_0283,144.29474
TEST_0284,692.33057
TEST_0285,678.06134
TEST_0286,32.626896
TEST_0287,688.6546
TEST_0288,583.40015
TEST_0289,331.99838
TEST_0290,547.411
TEST_0291,228.39282
TEST_0292,700.7954
TEST_0293,603.4868
TEST_0294,417.24283
TEST_0295,507.3669
TEST_0296,645.683
TEST_0297,224.17279
TEST_0298,204.36768
TEST_0299,249.27179
TEST_0300,254.78862
TEST_0301,755.61145
TEST_0302,205.68045
TEST_0303,473.90823
TEST_0304,487.05594
TEST_0305,432.30197
TEST_0306,121.77259
TEST_0307,552.9116
TEST_0308,725.661
TEST_0309,294.85605
TEST_0310,84.84974
TEST_0311,585.0978
TEST_0312,420.60403
TEST_0313,318.4412
TEST_0314,684.401
TEST_0315,316.03818
TEST_0316,376.881
TEST_0317,147.31366
TEST_0318,442.65952
TEST_0319,689.3076
TEST_0320,233.04686
TEST_0321,375.35602
TEST_0322,575.63477
TEST_0323,237.96307
TEST_0324,325.5947
TEST_0325,604.2391
TEST_0326,77.77172
TEST_0327,624.7799
TEST_0328,629.86285
TEST_0329,321.06778
TEST_0330,700.96594
TEST_0331,109.51383
TEST_0332,287.4985
TEST_0333,342.7078
TEST_0334,294.3086
TEST_0335,151.55081
TEST_0336,10.852039
TEST_0337,416.31955
TEST_0338,263.43317
TEST_0339,235.30444
TEST_0340,727.1615
TEST_0341,224.48544
TEST_0342,77.390945
TEST_0343,257.02087
TEST_0344,512.47614
TEST_0345,435.4492
TEST_0346,133.05396
TEST_0347,308.2568
TEST_0348,82.16788
TEST_0349,620.4263
TEST_0350,659.47406
TEST_0351,514.58136
TEST_0352,485.96622
TEST_0353,405.05017
TEST_0354,88.502
TEST_0355,221.07167
TEST_0356,420.40643
TEST_0357,570.2076
TEST_0358,200.5088
TEST_0359,417.05844
TEST_0360,213.42879
TEST_0361,213.9502
TEST_0362,415.70364
TEST_0363,209.09167
TEST_0364,284.1221
TEST_0365,649.2335
TEST_0366,280.02847
TEST_0367,662.1181
TEST_0368,237.90051
TEST_0369,174.53679
TEST_0370,400.00162
TEST_0371,303.1898
TEST_0372,114.644325
TEST_0373,575.7135
TEST_0374,106.43505
TEST_0375,649.71045
TEST_0376,174.5867
TEST_0377,380.67636
TEST_0378,334.79868
TEST_0379,517.69403
TEST_0380,454.20798
TEST_0381,662.52606
TEST_0382,577.9127
TEST_0383,395.92917
TEST_0384,320.27612
TEST_0385,129.83197
TEST_0386,520.5492
TEST_0387,709.0608
TEST_0388,704.93475
TEST_0389,199.59259
TEST_0390,31.098307
TEST_0391,303.9954
TEST_0392,684.9904
TEST_0393,217.22073
TEST_0394,166.76395
TEST_0395,318.4775
TEST_0396,359.8399
TEST_0397,197.23163
TEST_0398,155.41183
TEST_0399,463.8682
TEST_0400,759.71655
TEST_0401,318.21237
TEST_0402,449.58594
TEST_0403,557.09106
TEST_0404,474.7509
TEST_0405,139.09952
TEST_0406,289.09818
TEST_0407,125.05789
TEST_0408,701.7739
TEST_0409,566.5183
TEST_0410,347.67294
TEST_0411,301.5051
TEST_0412,691.7404
TEST_0413,439.47806
TEST_0414,378.07196
TEST_0415,111.64098
TEST_0416,319.03165
TEST_0417,243.19965
TEST_0418,574.55164
TEST_0419,498.66965
TEST_0420,295.3528
TEST_0421,517.70605
TEST_0422,777.3799
TEST_0423,98.17784
TEST_0424,329.34195
TEST_0425,208.12428
TEST_0426,308.63974
TEST_0427,636.016
TEST_0428,725.2447
TEST_0429,179.39873
TEST_0430,346.79263
TEST_0431,463.7933
TEST_0432,712.45386
TEST_0433,394.14368
TEST_0434,422.08237
TEST_0435,345.80908
TEST_0436,604.47705
TEST_0437,421.3559
TEST_0438,62.386497
TEST_0439,271.7107
TEST_0440,312.36728
TEST_0441,347.6976
TEST_0442,421.2556
TEST_0443,76.37345
TEST_0444,305.87344
TEST_0445,134.55539
TEST_0446,311.09375
TEST_0447,33.11796
TEST_0448,820.95154
TEST_0449,474.02005
TEST_0450,337.6636
TEST_0451,395.43976
TEST_0452,317.25864
TEST_0453,40.68064
TEST_0454,177.58635
TEST_0455,393.66995
TEST_0456,290.3967
TEST_0457,675.2239
TEST_0458,726.3841
TEST_0459,376.273
TEST_0460,118.42532
TEST_0461,410.21738
TEST_0462,41.406647
TEST_0463,412.44644
TEST_0464,628.3681
TEST_0465,99.6107
TEST_0466,618.25824
TEST_0467,656.22687
TEST_0468,474.21603
TEST_0469,620.1123
TEST_0470,193.2764
TEST_0471,363.46866
TEST_0472,255.41487
TEST_0473,219.45932
TEST_0474,80.255646
TEST_0475,437.51938
TEST_0476,477.9192
TEST_0477,72.15482
TEST_0478,112.899666
TEST_0479,440.3244
TEST_0480,153.46582
TEST_0481,171.25703
TEST_0482,575.2655
TEST_0483,490.6977
TEST_0484,755.4994
TEST_0485,349.63333
TEST_0486,193.34396
TEST_0487,714.64307
TEST_0488,341.5615
TEST_0489,294.38022
TEST_0490,275.37527
TEST_0491,345.24036
TEST_0492,217.24469
TEST_0493,195.448
TEST_0494,236.8139
TEST_0495,629.9999
TEST_0496,76.44442
TEST_0497,607.1216
TEST_0498,610.9704
TEST_0499,129.8972
TEST_0500,480.65842
TEST_0501,654.4347
TEST_0502,218.55609
TEST_0503,696.39404
TEST_0504,522.6747
TEST_0505,278.97348
TEST_0506,77.756294
TEST_0507,584.18646
TEST_0508,366.87314
TEST_0509,286.24402
TEST_0510,337.6666
TEST_0511,80.56585
TEST_0512,350.8348
TEST_0513,533.6884
TEST_0514,272.9548
TEST_0515,383.98303
TEST_0516,385.6337
TEST_0517,604.58997
TEST_0518,114.816
TEST_0519,85.081154
TEST_0520,518.6859
TEST_0521,518.87036
TEST_0522,739.0699
TEST_0523,430.76917
TEST_0524,746.2336
TEST_0525,541.4907
TEST_0526,671.0613
TEST_0527,484.9818
TEST_0528,504.24976
TEST_0529,82.66796
TEST_0530,199.53868
TEST_0531,686.5886
TEST_0532,582.2555
TEST_0533,60.905617
TEST_0534,33.721733
TEST_0535,707.1681
TEST_0536,677.79846
TEST_0537,613.2769
TEST_0538,292.41382
TEST_0539,562.37604
TEST_0540,589.2938
TEST_0541,709.5304
TEST_0542,532.6693
TEST_0543,569.4512
TEST_0544,541.1459
TEST_0545,799.38245
TEST_0546,350.67148
TEST_0547,520.94226
TEST_0548,628.6941
TEST_0549,154.18268
TEST_0550,662.8275
TEST_0551,426.48135
TEST_0552,503.93082
TEST_0553,689.3054
TEST_0554,187.8578
TEST_0555,152.6299
TEST_0556,233.63338
TEST_0557,449.073
TEST_0558,393.67352
TEST_0559,312.31305
TEST_0560,123.719185
TEST_0561,297.74448
TEST_0562,94.96179
TEST_0563,106.35607
TEST_0564,407.12103
TEST_0565,603.9863
TEST_0566,144.1862
TEST_0567,703.56903
TEST_0568,521.2883
TEST_0569,156.18164
TEST_0570,354.48154
TEST_0571,265.93674
TEST_0572,449.1099
TEST_0573,735.9793
TEST_0574,515.74084
TEST_0575,407.61777
TEST_0576,320.47604
TEST_0577,351.50076
TEST_0578,723.7177
TEST_0579,287.2374
TEST_0580,81.72691
TEST_0581,478.2416
TEST_0582,790.0033
TEST_0583,188.38394
TEST_0584,185.87204
TEST_0585,224.63385
TEST_0586,242.93063
TEST_0587,172.9357
TEST_0588,643.96967
TEST_0589,332.86545
TEST_0590,235.78171
TEST_0591,228.30807
TEST_0592,327.35452
TEST_0593,658.0421
TEST_0594,450.525
TEST_0595,311.95004
TEST_0596,452.02292
TEST_0597,64.676575
TEST_0598,422.55548
TEST_0599,234.51956
TEST_0600,399.13242
TEST_0601,225.20691
TEST_0602,218.96661
TEST_0603,633.0502
TEST_0604,539.0123
TEST_0605,362.54785
TEST_0606,177.50346
TEST_0607,219.37291
TEST_0608,483.89133
TEST_0609,763.49365
TEST_0610,294.83017
TEST_0611,213.04553
TEST_0612,339.947
TEST_0613,429.3464
TEST_0614,439.70035
TEST_0615,287.7564
TEST_0616,755.504
TEST_0617,593.1799
TEST_0618,481.54306
TEST_0619,65.91643
TEST_0620,703.6566
TEST_0621,305.6661
TEST_0622,778.4613
TEST_0623,30.388603
TEST_0624,118.00608
TEST_0625,274.24393
TEST_0626,96.13242
TEST_0627,449.16724
TEST_0628,151.60706
TEST_0629,611.3122
TEST_0630,549.0198
TEST_0631,297.1535
TEST_0632,698.1694
TEST_0633,222.99368
TEST_0634,219.93515
TEST_0635,787.9031
TEST_0636,556.87854
TEST_0637,343.118
TEST_0638,306.37192
TEST_0639,695.85535
TEST_0640,83.37718
TEST_0641,336.03543
TEST_0642,336.56323
TEST_0643,725.3744
TEST_0644,746.52405
TEST_0645,181.17351
TEST_0646,333.0179
TEST_0647,36.191242
TEST_0648,728.3757
TEST_0649,599.36804
TEST_0650,647.4539
TEST_0651,480.83075
TEST_0652,644.025
TEST_0653,433.59808
TEST_0654,108.75016
TEST_0655,144.64334
TEST_0656,146.66751
TEST_0657,678.332
TEST_0658,309.41672
TEST_0659,321.96933
TEST_0660,752.9043
TEST_0661,527.90967
TEST_0662,261.9166
TEST_0663,190.29228
TEST_0664,354.98618
TEST_0665,150.56595
TEST_0666,530.0383
TEST_0667,642.6185
TEST_0668,546.63916
TEST_0669,112.963066
TEST_0670,721.7923
TEST_0671,127.55929
TEST_0672,291.1424
TEST_0673,201.37482
TEST_0674,154.70229
TEST_0675,131.59912
TEST_0676,435.7387
TEST_0677,398.89316
TEST_0678,793.4718
TEST_0679,516.71497
TEST_0680,102.88752
TEST_0681,473.52805
TEST_0682,585.52527
TEST_0683,194.61923
TEST_0684,497.0407
TEST_0685,614.37823
TEST_0686,561.7902
TEST_0687,89.80197
TEST_0688,395.63007
TEST_0689,454.84882
TEST_0690,513.4406
TEST_0691,392.34332
TEST_0692,248.29541
TEST_0693,381.72977
TEST_0694,182.9718
TEST_0695,464.75113
TEST_0696,358.86664
TEST_0697,480.51285
TEST_0698,240.36713
TEST_0699,678.73755
TEST_0700,554.8177
TEST_0701,104.4907
TEST_0702,72.31782
TEST_0703,347.58286
TEST_0704,497.25357
TEST_0705,197.58728
TEST_0706,560.3478
TEST_0707,590.92236
TEST_0708,471.84033
TEST_0709,406.16507
TEST_0710,134.84305
TEST_0711,564.21045
TEST_0712,35.65548
TEST_0713,671.8927
TEST_0714,514.7793
TEST_0715,100.14129
TEST_0716,337.24472
TEST_0717,562.8431
TEST_0718,223.81316
TEST_0719,331.15497
TEST_0720,737.3499
TEST_0721,181.10272
TEST_0722,303.05008
TEST_0723,311.29648
TEST_0724,89.20627
TEST_0725,451.34406
TEST_0726,393.08072
TEST_0727,741.693
TEST_0728,425.54352
TEST_0729,284.5977
TEST_0730,747.3814
TEST_0731,195.70055
TEST_0732,714.7782
TEST_0733,214.78516
TEST_0734,566.7074
TEST_0735,147.85266
TEST_0736,618.0759
TEST_0737,638.9027
TEST_0738,166.9876
TEST_0739,652.65967
TEST_0740,137.62712
TEST_0741,311.76553
TEST_0742,32.165836
TEST_0743,70.784325
TEST_0744,558.37427
TEST_0745,660.567
TEST_0746,275.4793
TEST_0747,705.0219
TEST_0748,554.19995
TEST_0749,290.44284
TEST_0750,123.208725
TEST_0751,609.5062
TEST_0752,521.6808
TEST_0753,429.80768
TEST_0754,585.41284
TEST_0755,246.10672
TEST_0756,140.04001
TEST_0757,202.28726
TEST_0758,444.2127
TEST_0759,36.368942
TEST_0760,188.63551
TEST_0761,245.25018
TEST_0762,633.109
TEST_0763,412.51248
TEST_0764,659.90894
TEST_0765,327.18283
TEST_0766,182.06477
TEST_0767,418.79916
TEST_0768,544.6905
TEST_0769,708.05707
TEST_0770,541.31915
TEST_0771,566.7131
TEST_0772,349.8823
TEST_0773,570.9058
TEST_0774,237.32971
TEST_0775,115.12581
TEST_0776,383.646
TEST_0777,594.85156
TEST_0778,133.1779
TEST_0779,476.0978
TEST_0780,408.21167
TEST_0781,253.34413
TEST_0782,647.7639
TEST_0783,431.39453
TEST_0784,287.89163
TEST_0785,33.44145
TEST_0786,227.55324
TEST_0787,257.64725
TEST_0788,513.37164
TEST_0789,57.31608
TEST_0790,191.72165
TEST_0791,576.40735
TEST_0792,196.11664
TEST_0793,359.42676
TEST_0794,715.4125
TEST_0795,148.37117
TEST_0796,132.12003
TEST_0797,481.67053
TEST_0798,75.75188
TEST_0799,321.82883
TEST_0800,236.69913
TEST_0801,213.45258
TEST_0802,519.2681
TEST_0803,419.23886
TEST_0804,156.82053
TEST_0805,652.15564
TEST_0806,711.7794
TEST_0807,390.28067
TEST_0808,536.1913
TEST_0809,548.3236
TEST_0810,247.59239
TEST_0811,649.47473
TEST_0812,746.0656
TEST_0813,270.02045
TEST_0814,701.1635
TEST_0815,565.3931
TEST_0816,345.09424
TEST_0817,316.5217
TEST_0818,288.0214
TEST_0819,360.57916
TEST_0820,676.2119
TEST_0821,702.1289
TEST_0822,280.53537
TEST_0823,38.61222
TEST_0824,816.91907
TEST_0825,663.8849
TEST_0826,662.82166
TEST_0827,227.01247
TEST_0828,233.32538
TEST_0829,355.65378
TEST_0830,213.58224
TEST_0831,682.0922
TEST_0832,705.2369
TEST_0833,133.31609
TEST_0834,529.5873
TEST_0835,581.99695
TEST_0836,107.1374
TEST_0837,515.6926
TEST_0838,417.29477
TEST_0839,542.45276
TEST_0840,607.62305
TEST_0841,323.40298
TEST_0842,636.5225
TEST_0843,272.11896
TEST_0844,382.2227
TEST_0845,283.5867
TEST_0846,657.5477
TEST_0847,505.7277
TEST_0848,261.3468
TEST_0849,120.56049
TEST_0850,45.445927
TEST_0851,598.95465
TEST_0852,250.2022
TEST_0853,276.14975
TEST_0854,646.7207
TEST_0855,721.8952
TEST_0856,645.8458
TEST_0857,54.160965
TEST_0858,238.64044
TEST_0859,736.7648
TEST_0860,665.59924
TEST_0861,379.40518
TEST_0862,684.00775
TEST_0863,603.2101
TEST_0864,161.44576
TEST_0865,625.6021
TEST_0866,123.112526
TEST_0867,431.31903
TEST_0868,328.01404
TEST_0869,671.23737
TEST_0870,489.27734
TEST_0871,702.68774
TEST_0872,829.7645
TEST_0873,716.94055
TEST_0874,215.03752
TEST_0875,700.9148
TEST_0876,497.1464
TEST_0877,384.39297
TEST_0878,301.42285
TEST_0879,93.07557
TEST_0880,515.1868
TEST_0881,134.22023
TEST_0882,298.98096
TEST_0883,596.37524
TEST_0884,507.71378
TEST_0885,403.001
TEST_0886,398.81244
TEST_0887,115.146095
TEST_0888,333.92038
TEST_0889,632.9757
TEST_0890,489.51407
TEST_0891,167.02785
TEST_0892,647.9315
TEST_0893,540.0875
TEST_0894,297.93988
TEST_0895,743.19324
TEST_0896,444.20157
TEST_0897,486.3969
TEST_0898,746.95306
TEST_0899,551.683
TEST_0900,632.3919
TEST_0901,573.2306
TEST_0902,744.34454
TEST_0903,85.37997
TEST_0904,636.8263
TEST_0905,617.92163
TEST_0906,51.47741
TEST_0907,32.372314
TEST_0908,166.60083
TEST_0909,75.22428
TEST_0910,669.1221
TEST_0911,201.26634
TEST_0912,593.746
TEST_0913,275.70782
TEST_0914,215.09511
TEST_0915,644.819
TEST_0916,367.41223
TEST_0917,200.19025
TEST_0918,191.16507
TEST_0919,742.8248
TEST_0920,495.46582
TEST_0921,315.2349
TEST_0922,113.809074
TEST_0923,711.9886
TEST_0924,483.50412
TEST_0925,330.06448
TEST_0926,336.0628
TEST_0927,342.57864
TEST_0928,481.00458
TEST_0929,701.72284
TEST_0930,727.14404
TEST_0931,159.50998
TEST_0932,655.7029
TEST_0933,347.87625
TEST_0934,492.33682
TEST_0935,197.59853
TEST_0936,108.18957
TEST_0937,126.37365
TEST_0938,186.92603
TEST_0939,148.89922
TEST_0940,225.47505
TEST_0941,202.95557
TEST_0942,160.04837
TEST_0943,552.3423
TEST_0944,261.99106
TEST_0945,674.1355
TEST_0946,199.56306
TEST_0947,765.3874
TEST_0948,299.9526
TEST_0949,466.62796
TEST_0950,351.88608
TEST_0951,606.2846
TEST_0952,165.12238
TEST_0953,439.0309
TEST_0954,349.84265
TEST_0955,606.9696
TEST_0956,701.27966
TEST_0957,152.31773
TEST_0958,493.59537
TEST_0959,548.64197
TEST_0960,212.36243
TEST_0961,340.60733
TEST_0962,413.83932
TEST_0963,92.55788
TEST_0964,408.1323
TEST_0965,169.73914
TEST_0966,382.8536
TEST_0967,362.25748
TEST_0968,545.8171
TEST_0969,341.8441
TEST_0970,118.491806
TEST_0971,504.91333
TEST_0972,298.96835
TEST_0973,489.19724
TEST_0974,379.88306
TEST_0975,614.02136
TEST_0976,531.5901
TEST_0977,230.21469
TEST_0978,230.8446
TEST_0979,281.269
TEST_0980,256.7259
TEST_0981,129.4818
TEST_0982,92.97981
TEST_0983,383.67264
TEST_0984,197.16702
TEST_0985,637.32776
TEST_0986,792.4761
TEST_0987,90.34251
TEST_0988,211.9831
TEST_0989,675.2711
TEST_0990,444.94492
TEST_0991,468.29312
TEST_0992,231.08992
TEST_0993,708.4904
TEST_0994,493.50714
TEST_0995,470.4318
TEST_0996,144.57178
TEST_0997,678.3927
TEST_0998,422.8936
TEST_0999,592.0864
TEST_1000,615.871
TEST_1001,547.1299
TEST_1002,762.0145
TEST_1003,629.28973
TEST_1004,202.08191
TEST_1005,461.76126
TEST_1006,237.284
TEST_1007,700.51294
TEST_1008,449.7171
TEST_1009,727.61957
TEST_1010,306.7617
TEST_1011,583.9768
TEST_1012,557.2678
TEST_1013,534.8379
TEST_1014,371.81686
TEST_1015,224.79184
TEST_1016,487.71204
TEST_1017,627.5886
TEST_1018,484.68243
TEST_1019,415.0419
TEST_1020,194.35358
TEST_1021,355.1285
TEST_1022,408.95956
TEST_1023,137.34653
TEST_1024,281.54703
TEST_1025,491.55313
TEST_1026,605.8989
TEST_1027,261.08142
TEST_1028,745.8373
TEST_1029,103.562325
TEST_1030,421.8804
TEST_1031,681.08936
TEST_1032,120.27659
TEST_1033,692.697
TEST_1034,650.41504
TEST_1035,500.50656
TEST_1036,639.20044
TEST_1037,550.3105
TEST_1038,340.60397
TEST_1039,286.39993
TEST_1040,551.43933
TEST_1041,698.2351
TEST_1042,353.21594
TEST_1043,356.6428
TEST_1044,65.37907
TEST_1045,473.11166
TEST_1046,345.99704
TEST_1047,351.19412
TEST_1048,155.35846
TEST_1049,124.78613
TEST_1050,705.6248
TEST_1051,290.08966
TEST_1052,587.24304
TEST_1053,348.56705
TEST_1054,562.47906
TEST_1055,360.0579
TEST_1056,539.7313
TEST_1057,398.95807
TEST_1058,553.466
TEST_1059,91.18604
TEST_1060,758.54724
TEST_1061,577.73254
TEST_1062,456.34384
TEST_1063,771.35706
TEST_1064,648.34546
TEST_1065,653.28345
TEST_1066,601.2825
TEST_1067,498.795
TEST_1068,192.4943
TEST_1069,460.79797
TEST_1070,188.06805
TEST_1071,769.8385
TEST_1072,189.65811
TEST_1073,356.51053
TEST_1074,430.07935
TEST_1075,153.26093
TEST_1076,586.4341
TEST_1077,106.26383
TEST_1078,547.0637
TEST_1079,238.10606
TEST_1080,744.05023
TEST_1081,550.84607
TEST_1082,28.748158
TEST_1083,608.48364
TEST_1084,602.5934
TEST_1085,586.651
TEST_1086,369.88382
TEST_1087,310.29834
TEST_1088,502.31985
TEST_1089,87.48182
TEST_1090,331.7283
TEST_1091,255.30511
TEST_1092,483.34128
TEST_1093,125.7376
TEST_1094,596.03595
TEST_1095,207.22798
TEST_1096,70.01365
TEST_1097,692.0741
TEST_1098,792.864
TEST_1099,240.6925
TEST_1100,314.48325
TEST_1101,82.80181
TEST_1102,604.85315
TEST_1103,202.26202
TEST_1104,193.60394
TEST_1105,715.6124
TEST_1106,166.63776
TEST_1107,631.70325
TEST_1108,582.7279
TEST_1109,336.39984
TEST_1110,551.0194
TEST_1111,513.92474
TEST_1112,497.12845
TEST_1113,687.6472
TEST_1114,526.328
TEST_1115,310.129
TEST_1116,434.35397
TEST_1117,637.354
TEST_1118,230.73102
TEST_1119,658.905
TEST_1120,176.47653
TEST_1121,98.5928
TEST_1122,189.67584
TEST_1123,520.4784
TEST_1124,195.71378
TEST_1125,309.5341
TEST_1126,583.25916
TEST_1127,171.03607
TEST_1128,399.65128
TEST_1129,709.5672
TEST_1130,664.2449
TEST_1131,581.8406
TEST_1132,100.84894
TEST_1133,644.1385
TEST_1134,537.761
TEST_1135,154.05142
TEST_1136,392.92136
TEST_1137,715.12067
TEST_1138,371.9774
TEST_1139,519.95996
TEST_1140,399.79636
TEST_1141,420.60165
TEST_1142,178.9559
TEST_1143,558.594
TEST_1144,239.07678
TEST_1145,691.31287
TEST_1146,311.7949
TEST_1147,197.58247
TEST_1148,323.5791
TEST_1149,192.69884
TEST_1150,160.62012
TEST_1151,401.43546
TEST_1152,315.40573
TEST_1153,524.467
TEST_1154,313.49402
TEST_1155,299.81937
TEST_1156,664.16187
TEST_1157,445.83044
TEST_1158,127.66834
TEST_1159,477.17245
TEST_1160,118.65959
TEST_1161,109.95325
TEST_1162,611.3499
TEST_1163,445.66864
TEST_1164,178.93149
TEST_1165,724.39746
TEST_1166,517.1018
TEST_1167,293.22623
TEST_1168,696.9697
