ID,착과량(int)
TEST_0214,372.73392
TEST_0215,437.22647
TEST_0216,280.785
TEST_0217,400.16992
TEST_0218,419.82275
TEST_0219,357.12354
TEST_0220,536.69165
TEST_0221,359.9786
TEST_0222,113.92293
TEST_0223,448.9527
TEST_0224,371.96692
TEST_0225,401.5454
TEST_0226,237.29796
TEST_0227,595.6841
TEST_0228,413.0084
TEST_0229,431.95428
TEST_0230,413.47675
TEST_0231,296.809
TEST_0232,280.0432
TEST_0233,389.85403
TEST_0234,391.24057
TEST_0235,440.7066
TEST_0236,348.79
TEST_0237,425.82114
TEST_0238,341.3481
TEST_0239,333.37372
TEST_0240,304.53027
TEST_0241,405.38422
TEST_0242,390.08514
TEST_0243,250.52899
TEST_0244,264.623
TEST_0245,397.2931
TEST_0246,333.22858
TEST_0247,398.73547
TEST_0248,368.38788
TEST_0249,361.47516
TEST_0250,499.74725
TEST_0251,338.08643
TEST_0252,284.08218
TEST_0253,335.19525
TEST_0254,333.3871
TEST_0255,256.945
TEST_0256,342.05182
TEST_0257,374.9797
TEST_0258,369.4572
TEST_0259,382.59528
TEST_0260,372.30743
TEST_0261,402.273
TEST_0262,368.52255
TEST_0263,335.8103
TEST_0264,440.72983
TEST_0265,473.8389
TEST_0266,382.84802
TEST_0267,300.57202
TEST_0268,427.1377
TEST_0269,308.99405
TEST_0270,342.16846
TEST_0271,268.94138
TEST_0272,290.77832
TEST_0273,319.40128
TEST_0274,497.93326
TEST_0275,457.87708
TEST_0276,223.01208
TEST_0277,384.13156
TEST_0278,420.13373
TEST_0279,431.63538
TEST_0280,283.3224
TEST_0281,450.91788
TEST_0282,465.87006
TEST_0283,297.8977
TEST_0284,301.51163
TEST_0285,316.13092
TEST_0286,325.98907
TEST_0287,281.14096
TEST_0288,434.7498
TEST_0289,326.3542
TEST_0290,302.29776
TEST_0291,329.76428
TEST_0292,203.25722
TEST_0293,372.59985
TEST_0294,347.41946
TEST_0295,424.6662
TEST_0296,456.56015
TEST_0297,379.72192
TEST_0298,329.00397
TEST_0299,354.77472
TEST_0300,345.48984
TEST_0301,287.6651
TEST_0302,470.74973
TEST_0303,282.4922
TEST_0304,265.17242
TEST_0305,315.60492
TEST_0306,306.40375
TEST_0307,357.44788
TEST_0308,162.97897
TEST_0309,291.3457
TEST_0310,421.1556
TEST_0311,234.0914
TEST_0312,434.08054
TEST_0313,367.9721
TEST_0314,322.43542
TEST_0315,371.0114
TEST_0316,312.4178
TEST_0317,486.90668
TEST_0318,302.94638
TEST_0319,222.84903
TEST_0320,370.70734
TEST_0321,367.49542
TEST_0322,364.50165
TEST_0323,374.0846
TEST_0324,381.62286
TEST_0325,269.8188
TEST_0326,363.91858
TEST_0327,386.568
TEST_0328,369.94116
TEST_0329,364.9894
TEST_0330,294.90753
TEST_0331,317.5579
TEST_0332,331.51523
TEST_0333,375.50433
TEST_0334,257.55887
TEST_0335,448.22357
TEST_0336,399.13818
TEST_0337,436.23166
TEST_0338,423.32983
TEST_0339,398.22058
TEST_0340,323.60254
TEST_0341,424.18048
TEST_0342,386.21057
TEST_0343,356.56415
TEST_0344,410.90994
TEST_0345,288.71503
TEST_0346,369.3128
TEST_0347,358.91638
TEST_0348,434.1073
TEST_0349,389.47418
TEST_0350,386.84286
TEST_0351,377.23
TEST_0352,374.6786
TEST_0353,393.71332
TEST_0354,493.83582
TEST_0355,367.271
TEST_0356,320.02704
TEST_0357,313.42578
TEST_0358,417.3636
TEST_0359,284.19232
TEST_0360,407.3808
TEST_0361,377.27478
TEST_0362,416.8969
TEST_0363,377.97995
TEST_0364,225.67227
TEST_0365,434.51013
TEST_0366,231.46643
TEST_0367,285.49362
TEST_0368,389.68677
TEST_0369,318.31232
TEST_0370,317.2789
TEST_0371,230.54453
TEST_0372,355.2392
TEST_0373,372.46277
TEST_0374,404.83264
TEST_0375,306.63123
TEST_0376,323.3263
TEST_0377,375.98254
TEST_0378,353.95465
TEST_0379,364.8012
TEST_0380,460.96667
TEST_0381,311.20352
TEST_0382,329.64868
TEST_0383,325.85077
TEST_0384,405.11218
TEST_0385,390.26334
TEST_0386,446.23495
TEST_0387,371.41833
TEST_0388,348.0915
TEST_0389,352.44916
TEST_0390,441.71643
TEST_0391,341.85846
TEST_0392,270.75104
TEST_0393,379.41116
TEST_0394,372.5523
TEST_0395,294.00964
TEST_0396,466.83545
TEST_0397,472.30084
TEST_0398,431.7523
TEST_0399,342.11646
TEST_0400,343.9135
TEST_0401,474.91034
TEST_0402,365.44482
TEST_0403,295.27762
TEST_0404,370.85522
TEST_0405,292.98538
TEST_0406,355.7448
TEST_0407,509.21658
TEST_0408,317.61832
TEST_0409,252.88911
TEST_0410,237.33249
TEST_0411,367.98346
TEST_0412,309.14066
TEST_0413,379.8932
TEST_0414,269.89444
TEST_0415,356.51373
TEST_0416,524.9846
TEST_0417,367.01648
TEST_0418,372.12085
TEST_0419,288.95706
TEST_0420,406.49213
TEST_0421,379.84332
TEST_0422,275.72083
TEST_0423,179.12209
TEST_0424,452.8231
TEST_0425,279.23846
TEST_0426,365.96033
TEST_0427,273.42865
TEST_0428,270.02563
TEST_0429,422.37323
TEST_0430,338.0387
TEST_0431,383.86707
TEST_0432,341.43335
TEST_0433,287.93536
TEST_0434,408.74112
TEST_0435,398.65314
TEST_0436,225.74832
TEST_0437,282.49564
TEST_0438,495.02118
TEST_0439,366.6556
TEST_0440,297.50354
TEST_0441,395.92676
TEST_0442,398.41937
TEST_0443,444.35168
TEST_0444,279.7989
TEST_0445,428.60825
TEST_0446,382.26245
TEST_0447,383.70038
TEST_0448,195.87584
TEST_0449,219.74127
TEST_0450,373.85052
TEST_0451,308.00958
TEST_0452,374.246
TEST_0453,333.31387
TEST_0454,510.9736
TEST_0455,304.8628
TEST_0456,450.62552
TEST_0457,293.7157
TEST_0458,363.2621
TEST_0459,440.39746
TEST_0460,370.51923
TEST_0461,414.3154
TEST_0462,449.6609
TEST_0463,331.0325
TEST_0464,324.6031
TEST_0465,405.91464
TEST_0466,378.48535
TEST_0467,357.9256
TEST_0468,239.46838
TEST_0469,341.9056
TEST_0470,309.31738
TEST_0471,334.31482
TEST_0472,451.86285
TEST_0473,353.613
TEST_0474,346.64233
TEST_0475,295.88348
TEST_0476,273.3246
TEST_0477,351.25128
TEST_0478,302.4021
TEST_0479,428.15683
TEST_0480,351.40656
TEST_0481,343.38892
TEST_0482,301.95334
TEST_0483,378.59943
TEST_0484,331.1482
TEST_0485,411.53546
TEST_0486,470.03937
TEST_0487,412.77948
TEST_0488,386.04077
TEST_0489,454.42255
TEST_0490,355.2484
TEST_0491,374.7433
TEST_0492,234.22513
TEST_0493,374.83942
TEST_0494,457.65637
TEST_0495,339.61667
TEST_0496,375.29614
TEST_0497,304.99075
TEST_0498,395.25092
TEST_0499,492.6928
TEST_0500,404.34302
TEST_0501,292.89325
TEST_0502,359.7954
TEST_0503,353.02014
TEST_0504,264.0954
TEST_0505,438.487
TEST_0506,379.92612
TEST_0507,241.28778
TEST_0508,351.20367
TEST_0509,387.79987
TEST_0510,501.36072
TEST_0511,466.5155
TEST_0512,359.55792
TEST_0513,261.10736
TEST_0514,350.7547
TEST_0515,318.60785
TEST_0516,451.01434
TEST_0517,346.00473
TEST_0518,410.43073
TEST_0519,403.4082
TEST_0520,318.69348
TEST_0521,228.53201
TEST_0522,272.38174
TEST_0523,410.8745
TEST_0524,281.8149
TEST_0525,359.67218
TEST_0526,256.208
TEST_0527,196.63629
TEST_0528,303.83997
TEST_0529,386.8888
TEST_0530,283.09497
TEST_0531,199.65186
TEST_0532,300.95404
TEST_0533,424.6306
TEST_0534,480.34024
TEST_0535,256.7028
TEST_0536,254.12317
TEST_0537,363.12277
TEST_0538,460.57648
TEST_0539,288.25903
TEST_0540,250.14113
TEST_0541,384.58762
TEST_0542,352.1546
TEST_0543,394.0354
TEST_0544,360.1147
TEST_0545,404.61615
TEST_0546,344.30194
TEST_0547,362.52448
TEST_0548,394.07104
TEST_0549,347.04474
TEST_0550,344.34656
TEST_0551,370.399
TEST_0552,338.89075
TEST_0553,304.2505
TEST_0554,262.23755
TEST_0555,452.06125
TEST_0556,380.26263
TEST_0557,330.92108
TEST_0558,358.55014
TEST_0559,415.66815
TEST_0560,401.4948
TEST_0561,271.9644
TEST_0562,433.0525
TEST_0563,482.52722
TEST_0564,340.01242
TEST_0565,304.64648
TEST_0566,429.1488
TEST_0567,262.04413
TEST_0568,270.36014
TEST_0569,267.78375
TEST_0570,394.41647
TEST_0571,318.28967
TEST_0572,450.69995
TEST_0573,245.94067
TEST_0574,322.2998
TEST_0575,402.7506
TEST_0576,323.6505
TEST_0577,363.8688
TEST_0578,297.3114
TEST_0579,328.5812
TEST_0580,420.7823
TEST_0581,344.24286
TEST_0582,341.8167
TEST_0583,521.7036
TEST_0584,234.88261
TEST_0585,298.11902
TEST_0586,326.37646
TEST_0587,486.918
TEST_0588,395.07385
TEST_0589,441.98688
TEST_0590,220.03685
TEST_0591,323.28668
TEST_0592,455.43945
TEST_0593,275.8384
TEST_0594,465.86414
TEST_0595,282.3974
TEST_0596,367.89325
TEST_0597,324.24146
TEST_0598,350.12473
TEST_0599,499.98395
TEST_0600,279.11578
TEST_0601,370.41016
TEST_0602,303.09943
TEST_0603,303.87814
TEST_0604,361.79205
TEST_0605,330.3325
TEST_0606,334.42987
TEST_0607,455.37012
TEST_0608,320.3143
TEST_0609,317.30765
TEST_0610,358.11334
TEST_0611,378.9673
TEST_0612,379.49695
TEST_0613,366.97968
TEST_0614,231.17801
TEST_0615,368.75452
TEST_0616,365.05167
TEST_0617,324.1867
TEST_0618,297.93536
TEST_0619,445.6513
TEST_0620,387.14008
TEST_0621,301.45383
TEST_0622,306.67505
TEST_0623,499.14178
TEST_0624,427.65475
TEST_0625,294.2583
TEST_0626,338.41074
TEST_0627,316.29105
TEST_0628,411.29492
TEST_0629,301.40533
TEST_0630,346.2874
TEST_0631,459.021
TEST_0632,324.37085
TEST_0633,508.49783
TEST_0634,468.71112
TEST_0635,279.34735
TEST_0636,329.33456
TEST_0637,517.1902
TEST_0638,330.43378
TEST_0639,265.18304
TEST_0640,338.82617
TEST_0641,358.32916
TEST_0642,264.89856
TEST_0643,429.10516
TEST_0644,283.08377
TEST_0645,463.46674
TEST_0646,392.6203
TEST_0647,458.45316
TEST_0648,250.91623
TEST_0649,271.31525
TEST_0650,398.39813
TEST_0651,296.32117
TEST_0652,234.53745
TEST_0653,239.10782
TEST_0654,412.37628
TEST_0655,316.77618
TEST_0656,379.8512
TEST_0657,410.87927
TEST_0658,435.47583
TEST_0659,405.9121
TEST_0660,295.08038
TEST_0661,475.76248
TEST_0662,438.68085
TEST_0663,396.5729
TEST_0664,417.42584
TEST_0665,303.01978
TEST_0666,269.48425
TEST_0667,358.17102
TEST_0668,265.0191
TEST_0669,343.864
TEST_0670,298.4882
TEST_0671,309.38748
TEST_0672,240.10919
TEST_0673,453.32147
TEST_0674,405.9554
TEST_0675,388.42477
TEST_0676,382.4643
TEST_0677,356.94687
TEST_0678,221.51265
TEST_0679,262.2102
TEST_0680,469.6183
TEST_0681,370.20264
TEST_0682,303.548
TEST_0683,391.85312
TEST_0684,248.6923
TEST_0685,261.77698
TEST_0686,254.37125
TEST_0687,470.51624
TEST_0688,361.5697
TEST_0689,269.7135
TEST_0690,428.34863
TEST_0691,415.6087
TEST_0692,378.8495
TEST_0693,268.25546
TEST_0694,513.23444
TEST_0695,440.54144
TEST_0696,257.55362
TEST_0697,351.2008
TEST_0698,362.55936
TEST_0699,224.78857
TEST_0700,341.52585
TEST_0701,255.25726
TEST_0702,394.00723
TEST_0703,261.20422
TEST_0704,364.1511
TEST_0705,408.69128
TEST_0706,282.74478
TEST_0707,283.05804
TEST_0708,399.89844
TEST_0709,361.04572
TEST_0710,350.75244
TEST_0711,306.58673
TEST_0712,474.28723
TEST_0713,361.78818
TEST_0714,318.56293
TEST_0715,351.26526
TEST_0716,224.50418
TEST_0717,377.65652
TEST_0718,323.70514
TEST_0719,334.49088
TEST_0720,296.6864
TEST_0721,313.25986
TEST_0722,465.3369
TEST_0723,357.04944
TEST_0724,327.13113
TEST_0725,391.95663
TEST_0726,342.2381
TEST_0727,267.19846
TEST_0728,360.8922
TEST_0729,314.1903
TEST_0730,387.07394
TEST_0731,394.4615
TEST_0732,328.62384
TEST_0733,370.52368
TEST_0734,342.09314
TEST_0735,324.3309
TEST_0736,373.38635
TEST_0737,380.0143
TEST_0738,461.1137
TEST_0739,395.6322
TEST_0740,362.97098
TEST_0741,381.9289
TEST_0742,431.51654
TEST_0743,323.10828
TEST_0744,189.11218
TEST_0745,300.50824
TEST_0746,375.39886
TEST_0747,317.54913
TEST_0748,321.43427
TEST_0749,460.9868
TEST_0750,380.14825
TEST_0751,251.54851
TEST_0752,298.35034
TEST_0753,295.34113
TEST_0754,315.9889
TEST_0755,388.87558
TEST_0756,385.46918
TEST_0757,372.07324
TEST_0758,442.00345
TEST_0759,360.71094
TEST_0760,465.58563
TEST_0761,432.06232
TEST_0762,273.5983
TEST_0763,370.06824
TEST_0764,396.66632
TEST_0765,363.38742
TEST_0766,478.24365
TEST_0767,371.68274
TEST_0768,311.89447
TEST_0769,238.22424
TEST_0770,217.79073
TEST_0771,299.08575
TEST_0772,368.0998
TEST_0773,234.45953
TEST_0774,286.38776
TEST_0775,441.89655
TEST_0776,341.8875
TEST_0777,274.52744
TEST_0778,327.34177
TEST_0779,304.45197
TEST_0780,401.16064
TEST_0781,373.8811
TEST_0782,379.711
TEST_0783,282.2785
TEST_0784,320.8468
TEST_0785,306.53375
TEST_0786,395.44577
TEST_0787,322.70886
TEST_0788,359.68546
TEST_0789,451.69354
TEST_0790,417.73175
TEST_0791,421.6562
TEST_0792,358.39145
TEST_0793,340.77386
TEST_0794,251.99866
TEST_0795,423.42053
TEST_0796,421.82153
TEST_0797,249.48672
TEST_0798,299.02393
TEST_0799,365.9588
TEST_0800,387.8059
TEST_0801,355.31055
TEST_0802,359.33762
TEST_0803,252.75948
TEST_0804,420.83423
TEST_0805,350.19485
TEST_0806,172.90796
TEST_0807,473.03387
TEST_0808,359.11627
TEST_0809,360.30737
TEST_0810,366.38733
TEST_0811,155.3143
TEST_0812,263.50595
TEST_0813,355.02597
TEST_0814,324.81335
TEST_0815,346.0227
TEST_0816,434.5406
TEST_0817,326.395
TEST_0818,342.50607
TEST_0819,362.53177
TEST_0820,170.56879
TEST_0821,279.06042
TEST_0822,428.78442
TEST_0823,424.64987
TEST_0824,265.04974
TEST_0825,291.759
TEST_0826,242.53094
TEST_0827,356.61774
TEST_0828,447.16943
TEST_0829,369.70856
TEST_0830,440.29285
TEST_0831,209.77444
TEST_0832,297.37503
TEST_0833,496.1646
TEST_0834,365.6362
TEST_0835,336.47736
TEST_0836,350.19824
TEST_0837,418.51102
TEST_0838,373.82953
TEST_0839,256.01782
TEST_0840,343.29596
TEST_0841,358.2497
TEST_0842,432.61807
TEST_0843,414.7816
TEST_0844,379.94336
TEST_0845,342.24344
TEST_0846,339.60852
TEST_0847,360.03394
TEST_0848,324.01422
TEST_0849,426.74722
TEST_0850,403.56198
TEST_0851,330.47147
TEST_0852,413.20642
TEST_0853,363.07953
TEST_0854,317.63904
TEST_0855,297.92862
TEST_0856,373.23785
TEST_0857,454.20334
TEST_0858,324.98553
TEST_0859,303.33676
TEST_0860,285.37106
TEST_0861,294.10626
TEST_0862,305.865
TEST_0863,394.10074
TEST_0864,476.81293
TEST_0865,317.97345
TEST_0866,319.45715
TEST_0867,359.31952
TEST_0868,446.266
TEST_0869,309.07565
TEST_0870,304.74268
TEST_0871,212.45041
TEST_0872,345.68158
TEST_0873,290.80655
TEST_0874,376.59357
TEST_0875,405.18762
TEST_0876,452.65375
TEST_0877,397.3298
TEST_0878,460.7193
TEST_0879,426.27185
TEST_0880,289.10883
TEST_0881,303.76813
TEST_0882,336.46478
TEST_0883,271.12628
TEST_0884,384.16284
TEST_0885,293.40216
TEST_0886,323.3163
TEST_0887,297.66266
TEST_0888,389.0163
TEST_0889,365.3949
TEST_0890,346.29578
TEST_0891,483.18393
TEST_0892,291.31653
TEST_0893,377.6892
TEST_0894,318.42847
TEST_0895,377.8602
TEST_0896,405.97623
TEST_0897,375.53168
TEST_0898,292.3081
TEST_0899,273.0654
TEST_0900,360.3766
TEST_0901,366.3306
TEST_0902,286.08405
TEST_0903,447.51562
TEST_0904,360.4823
TEST_0905,346.1579
TEST_0906,427.48544
TEST_0907,335.67126
TEST_0908,433.8203
TEST_0909,423.8424
TEST_0910,269.92188
TEST_0911,342.9134
TEST_0912,263.41553
TEST_0913,345.45078
TEST_0914,348.17477
TEST_0915,426.3837
TEST_0916,384.52936
TEST_0917,555.19885
TEST_0918,386.62228
TEST_0919,247.57877
TEST_0920,284.20132
TEST_0921,281.98712
TEST_0922,276.25763
TEST_0923,396.50195
TEST_0924,285.96466
TEST_0925,321.14362
TEST_0926,400.6969
TEST_0927,367.73038
TEST_0928,307.6612
TEST_0929,349.9214
TEST_0930,257.7647
TEST_0931,293.70602
TEST_0932,348.85385
TEST_0933,387.26227
TEST_0934,328.2699
TEST_0935,409.06348
TEST_0936,323.85956
TEST_0937,496.0833
TEST_0938,485.8645
TEST_0939,414.5754
TEST_0940,407.82953
TEST_0941,467.85822
TEST_0942,273.4245
TEST_0943,374.31024
TEST_0944,322.1391
TEST_0945,452.79456
TEST_0946,299.10144
TEST_0947,296.04883
TEST_0948,348.6748
TEST_0949,210.51974
TEST_0950,380.6673
TEST_0951,262.32098
TEST_0952,298.42926
TEST_0953,381.85712
TEST_0954,352.22168
TEST_0955,358.98828
TEST_0956,271.75284
TEST_0957,431.78607
TEST_0958,381.44373
TEST_0959,410.8448
TEST_0960,389.84354
TEST_0961,321.06586
TEST_0962,292.94412
TEST_0963,465.76398
TEST_0964,347.38724
TEST_0965,365.20984
TEST_0966,315.92883
TEST_0967,343.4679
TEST_0968,314.78003
TEST_0969,333.60886
TEST_0970,393.99005
TEST_0971,310.99643
TEST_0972,410.0645
TEST_0973,317.30212
TEST_0974,426.2824
TEST_0975,365.97485
TEST_0976,370.98773
TEST_0977,355.87415
TEST_0978,394.12384
TEST_0979,462.48947
TEST_0980,263.90698
TEST_0981,415.56262
TEST_0982,425.56644
TEST_0983,311.5014
TEST_0984,296.61096
TEST_0985,318.02692
TEST_0986,268.15103
TEST_0987,415.94907
TEST_0988,350.6214
TEST_0989,355.85678
TEST_0990,482.98938
TEST_0991,389.68512
TEST_0992,369.20135
TEST_0993,327.23553
TEST_0994,313.21753
TEST_0995,260.19342
TEST_0996,438.5442
TEST_0997,233.25381
TEST_0998,268.58002
TEST_0999,355.23837
TEST_1000,367.50464
TEST_1001,315.2932
TEST_1002,289.87134
TEST_1003,194.66199
TEST_1004,324.35767
TEST_1005,374.14627
TEST_1006,544.5643
TEST_1007,243.73444
TEST_1008,414.94492
TEST_1009,385.49554
TEST_1010,336.7674
TEST_1011,309.58023
TEST_1012,367.62506
TEST_1013,304.52774
TEST_1014,352.0371
TEST_1015,586.854
TEST_1016,404.10223
TEST_1017,199.1529
TEST_1018,286.38184
TEST_1019,353.55658
TEST_1020,462.19888
TEST_1021,361.5183
TEST_1022,276.40735
TEST_1023,445.30624
TEST_1024,306.66528
TEST_1025,445.71075
TEST_1026,300.9138
TEST_1027,323.67755
TEST_1028,282.36685
TEST_1029,217.6766
TEST_1030,414.4355
TEST_1031,373.7248
TEST_1032,489.1377
TEST_1033,368.44464
TEST_1034,270.88446
TEST_1035,296.48364
TEST_1036,310.8519
TEST_1037,360.99054
TEST_1038,430.3822
TEST_1039,372.6764
TEST_1040,293.69446
TEST_1041,312.37048
TEST_1042,414.6362
TEST_1043,284.8515
TEST_1044,374.8747
TEST_1045,380.80518
TEST_1046,424.81403
TEST_1047,384.911
TEST_1048,227.84616
TEST_1049,326.37573
TEST_1050,324.75305
TEST_1051,419.52472
TEST_1052,317.98773
TEST_1053,346.18558
TEST_1054,337.66617
TEST_1055,358.23914
TEST_1056,292.31436
TEST_1057,350.15338
TEST_1058,380.8461
TEST_1059,400.08084
TEST_1060,293.0731
TEST_1061,388.91284
TEST_1062,322.6432
TEST_1063,288.90338
TEST_1064,351.15906
TEST_1065,295.0479
TEST_1066,331.36157
TEST_1067,322.22797
TEST_1068,352.49524
TEST_1069,403.39954
TEST_1070,341.40454
TEST_1071,332.5321
TEST_1072,357.08728
TEST_1073,327.21924
TEST_1074,314.68268
TEST_1075,359.5006
TEST_1076,298.1314
TEST_1077,322.36768
TEST_1078,299.47226
TEST_1079,306.5855
TEST_1080,330.24835
TEST_1081,315.42572
TEST_1082,310.34174
TEST_1083,332.93866
TEST_1084,258.6794
TEST_1085,311.01495
TEST_1086,484.22095
TEST_1087,428.77896
TEST_1088,299.98663
TEST_1089,371.7792
TEST_1090,365.3814
TEST_1091,383.482
TEST_1092,362.2564
TEST_1093,351.29938
TEST_1094,245.61298
TEST_1095,271.6332
TEST_1096,405.50278
TEST_1097,263.0596
TEST_1098,214.37294
TEST_1099,451.90906
TEST_1100,355.09274
TEST_1101,399.1947
TEST_1102,263.00244
TEST_1103,379.00717
TEST_1104,305.91223
TEST_1105,409.906
TEST_1106,368.2582
TEST_1107,257.62134
TEST_1108,370.55658
TEST_1109,432.4616
TEST_1110,355.10645
TEST_1111,282.12582
TEST_1112,460.51514
TEST_1113,448.29153
TEST_1114,277.02713
TEST_1115,392.87936
TEST_1116,359.52063
TEST_1117,314.21942
TEST_1118,404.3829
TEST_1119,334.5346
TEST_1120,406.95114
TEST_1121,370.99698
TEST_1122,367.54718
TEST_1123,339.0466
TEST_1124,276.54337
TEST_1125,403.69476
TEST_1126,340.86127
TEST_1127,279.4736
TEST_1128,400.25122
TEST_1129,278.91013
TEST_1130,313.4148
TEST_1131,295.53143
TEST_1132,442.04492
TEST_1133,286.16068
TEST_1134,283.1577
TEST_1135,371.07965
TEST_1136,287.23407
TEST_1137,226.58612
TEST_1138,380.93164
TEST_1139,425.69083
TEST_1140,312.6734
TEST_1141,428.4675
TEST_1142,401.5933
TEST_1143,369.22345
TEST_1144,332.91565
TEST_1145,480.8861
TEST_1146,370.4646
TEST_1147,445.53326
TEST_1148,263.35242
TEST_1149,331.25406
TEST_1150,519.84045
TEST_1151,375.97327
TEST_1152,347.68457
TEST_1153,323.4767
TEST_1154,341.87994
TEST_1155,207.53835
TEST_1156,347.61115
TEST_1157,409.51184
TEST_1158,302.05365
TEST_1159,332.50513
TEST_1160,296.80444
TEST_1161,295.68597
TEST_1162,303.7713
TEST_1163,229.91855
TEST_1164,389.6831
TEST_1165,327.13126
TEST_1166,341.30118
TEST_1167,405.1175
